cluster_id,observations,mean_daily_log_return,mean_forward_return_1d,median_forward_return_1d,mean_volatility_20d,mean_return_20d,mean_price_sma50_ratio,mean_drawdown_252d,share,annualized_mean_log_return,mean_duration_days,regime_name
0,2726,0.0014527126990148452,0.0003542606707740023,0.0005830414014508234,0.11086180922843686,0.025442638700213148,0.02734288650305257,-0.013076468494030477,0.722693531283139,0.366083600151741,24.339285714285715,Bullish / Low Volatility
1,1046,-0.0019062332369301472,0.001160991433729542,0.0016873767079663704,0.23600260657525818,-0.025197860106272476,-0.023696834742428802,-0.09506535187398531,0.2773064687168611,-0.4803707757063971,9.423423423423424,Bearish / High Volatility
